"ID","Player","Username","From","To","Tm","Lg","WS","G","GS","MP","PER","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","ORtg","DRtg","OWS","DWS","WS_48","OBPM","DBPM","BPM","VORP","Olympics2016","OlympicsFinalist","AllStar","Pos","HighRated"
103,"Caris LeVert","leverca01",2019,2019,"BRK","NBA",0.4,5,2,144,23.2,0.356,0.397,4,13.2,8.2,18.9,1.6,1,10.4,26.9,118,117,0.4,0,0.138,4.6,-1.3,3.3,0.2,0,0,0,NA,0
104,"C.J. Miles","milescj01",2017,2018,"TOT","NBA",0.4,14,3,309,12.2,0.642,0.189,3.8,8.8,6.3,4.4,1.5,1.1,9.7,16.6,117,119,0.5,0,0.066,1.5,-1.7,-0.2,0.1,0,0,0,NA,0
105,"Shabazz Napier","napiesh01",2017,2019,"TOT","NBA",0.4,9,0,110,21.1,0.488,0.439,2.6,10.4,6.2,26.8,2.6,0,10.9,20.8,128,116,0.4,0,0.17,5,-1.2,3.8,0.2,0,0,0,NA,0
106,"Royce O'Neale","onealro01",2018,2019,"UTA","NBA",0.4,16,5,396,9.3,0.505,0.228,1.3,15.4,8.2,9.1,1.5,1.5,19,15,100,109,0,0.4,0.05,-2.3,2.3,0,0.2,0,0,0,"SF",0
107,"Kelly Oubre","oubreke01",2017,2018,"WAS","NBA",0.4,18,1,332,10.1,0.45,0.257,3.5,14.5,9,3.5,2.4,2.1,9,17.5,103,110,0.1,0.3,0.057,-1.9,0.1,-1.8,0,0,0,0,"SF",0
108,"Jonathon Simmons","simmojo02",2017,2019,"TOT","NBA",0.4,22,4,358,13.2,0.283,0.211,3.4,8.4,5.9,14,1.4,0.6,8.6,24.3,105,115,0.2,0.2,0.052,-0.5,-1.7,-2.2,0,0,0,0,NA,0
109,"Taurean Waller-Prince","princta02",2017,2017,"ATL","NBA",0.4,6,6,187,11.9,0.269,0.096,4.2,15,9.6,6.8,0.5,0.4,11.4,13.9,117,111,0.2,0.2,0.105,-1.3,1.8,0.4,0.1,0,0,0,NA,0
110,"Derrick White","whitede01",2018,2019,"SAS","NBA",0.4,10,7,209,19,0.235,0.321,0.5,10.2,5.4,17.4,1.5,2.8,14,23.8,111,114,0.3,0.1,0.096,1.8,-0.1,1.7,0.2,0,1,0,"PG",1
111,"Tyler Zeller","zellety01",2017,2018,"TOT","NBA",0.4,18,3,144,14.7,0,0.4,8.1,18.5,13.5,11.6,1.4,3.1,12.4,12.9,125,111,0.3,0.1,0.138,-0.9,1.3,0.4,0.1,0,0,0,NA,0
112,"Trevor Booker","booketr01",2018,2018,"IND","NBA",0.3,7,0,64,13.3,0.1,0.7,9.9,23.8,17.2,0,0.8,1.7,7.1,10.4,143,104,0.2,0.1,0.206,-2.8,-0.5,-3.3,0,0,0,0,NA,0
113,"Seth Curry","curryse01",2019,2019,"POR","NBA",0.3,16,0,326,8.3,0.634,0.134,1.6,6.5,4.1,5.7,1.8,1,7.5,12.5,107,114,0.2,0.1,0.044,-0.3,0.1,-0.2,0.1,0,0,0,"SG",0
114,"Dewayne Dedmon","dedmode01",2017,2017,"SAS","NBA",0.3,12,3,97,21.7,0,1.391,24,32.3,28,4.6,1.1,3.1,17.7,20.6,119,109,0.2,0.1,0.17,-0.2,0,-0.1,0,0,0,0,"C",0
115,"Bryn Forbes","forbebr01",2017,2019,"SAS","NBA",0.3,17,7,339,8.9,0.521,0.234,0.6,10.4,5.5,5.1,0.2,0.5,4.6,14.7,111,118,0.3,0,0.039,-0.3,-1.7,-2,0,0,0,0,"SG",0
116,"Tim Frazier","fraziti01",2018,2019,"TOT","NBA",0.3,13,0,46,21.9,0.429,0.143,0,21.5,11.1,43.1,2.1,0,16.8,16.7,135,103,0.2,0.1,0.267,3.6,0.6,4.1,0.1,0,0,0,NA,0
117,"Blake Griffin","griffbl01",2017,2019,"TOT","NBA",0.3,5,5,157,22,0.211,0.156,4.6,18.4,11.1,25,1.3,0.6,11.1,31.3,109,115,0.2,0.1,0.091,3.6,-0.5,3,0.2,0,0,1,"PF",1
118,"Rondae Hollis-Jefferson","holliro01",2019,2019,"BRK","NBA",0.3,4,0,62,29.2,0.03,0.758,4.6,16.2,9.9,17.9,0.7,5.8,6.4,30.7,125,115,0.3,0,0.219,2.5,0.4,2.8,0.1,0,0,0,NA,0
119,"Shane Larkin","larkish01",2018,2018,"BOS","NBA",0.3,11,0,154,10.1,0.371,0.143,0.7,7.6,4.1,20.1,1.7,0,13.9,12.9,112,110,0.1,0.1,0.09,-2.5,-0.2,-2.6,0,0,0,0,NA,0
120,"Jabari Parker","parkeja01",2018,2018,"MIL","NBA",0.3,7,0,167,15.9,0.306,0.21,6.1,23.4,15.4,9.4,2.2,2.1,8.1,21.5,104,106,0.1,0.2,0.091,-0.5,-0.5,-1,0,0,0,0,"PF",0
121,"Bobby Portis","portibo01",2017,2017,"CHI","NBA",0.3,6,0,121,14.1,0.394,0,4.7,28.3,16.7,9.4,1.3,2.6,15.4,14.5,112,109,0.1,0.2,0.101,-2.2,1.8,-0.4,0.1,0,0,0,NA,0
122,"Andre Roberson","roberan03",2017,2017,"OKC","NBA",0.3,5,5,185,16.2,0.37,0.457,9.9,8,9,7.2,3.2,8.8,11.2,14.4,108,110,0.1,0.2,0.08,-1.3,5.5,4.3,0.3,0,0,0,NA,0
123,"Avery Bradley","bradlav01",2017,2017,"BOS","NBA",0.2,18,18,645,12,0.419,0.099,3.2,10,6.4,10.4,1.8,0.4,9.8,22.1,102,116,-0.1,0.3,0.016,-1.3,-1,-2.3,0,0,0,0,"SG",0
124,"Jamal Crawford","crawfja01",2017,2018,"TOT","NBA",0.2,12,0,319,12.5,0.323,0.192,1.1,6.8,4,13.1,1.5,0.3,9,22.9,103,115,0.1,0.2,0.033,-0.7,-1.1,-1.8,0,0,0,0,"SG",0
125,"Rudy Gay","gayru01",2018,2019,"SAS","NBA",0.2,12,4,339,13.5,0.274,0.193,7,18.5,12.6,11.1,1.7,1.4,9.8,22.1,99,112,-0.1,0.2,0.023,-1.4,1,-0.3,0.1,0,0,0,"PF",0
126,"Taj Gibson","gibsota01",2017,2018,"TOT","NBA",0.2,10,10,241,10.5,0,0.193,4.5,12.8,8.5,3.2,0.4,0.9,16.3,13.4,113,119,0.2,0,0.043,-2.9,-0.8,-3.8,-0.1,0,0,0,"PF",0
127,"Aaron Gordon","gordoaa01",2019,2019,"ORL","NBA",0.2,5,5,164,15.3,0.323,0.306,6.8,17.9,12,22.2,1.8,0.6,15.6,22.5,102,111,0,0.1,0.048,1.1,1.9,3.1,0.2,0,0,0,"PF",0
128,"JaMychal Green","greenja01",2017,2019,"TOT","NBA",0.2,12,5,259,11.1,0.494,0.165,3.9,20.4,11.9,4.3,0.7,0,15,17.3,111,122,0.2,-0.1,0.029,0.1,-2.9,-2.8,-0.1,0,0,0,"PF",0
129,"Andrew Harrison","harrian01",2017,2017,"MEM","NBA",0.2,6,0,119,13.8,0.448,0.31,4.3,7.6,6,18.2,1.4,0.8,8.3,15.1,126,121,0.3,0,0.099,3,-1.7,1.2,0.1,0,0,0,NA,0
130,"John Henson","hensojo01",2017,2018,"MIL","NBA",0.2,4,2,86,14,0,0.176,8.6,13.4,11.1,8.5,0.6,7.3,21.4,13.1,109,108,0.1,0.1,0.088,-2.1,2,-0.1,0,0,0,0,NA,0
131,"Tyler Johnson","johnsty01",2018,2018,"MIA","NBA",0.2,5,5,81,14.4,0.385,0.269,1.3,9.3,5.2,8.4,1.2,0,6.4,16.5,129,118,0.2,0,0.122,2.3,-2.8,-0.4,0,0,0,0,NA,0
132,"Ty Lawson","lawsoty01",2018,2018,"WAS","NBA",0.2,5,0,96,12.1,0.308,0.231,2.5,13.6,8.1,21.3,1.5,0,9.5,14.5,114,115,0.1,0,0.076,-0.2,-0.2,-0.5,0,0,0,0,NA,0
133,"James Michael McAdoo","mcadoja01",2017,2017,"GSW","NBA",0.2,13,0,56,16.5,0.294,0.353,10.3,14.4,12.5,0,1.7,2.9,4.8,15.8,126,105,0.1,0.1,0.182,-1.1,-1.7,-2.8,0,0,0,0,NA,0
134,"Alfonzo McKinnie","mckinal01",2019,2019,"GSW","NBA",0.2,22,1,235,7.5,0.542,0.169,8.6,15.7,12.2,2.3,0.4,0.4,8.6,12.8,108,116,0.1,0.1,0.04,-2,-2.4,-4.4,-0.1,0,0,0,"SF",0
135,"Darius Miller","milleda01",2018,2018,"NOP","NBA",0.2,9,0,162,8.6,0.706,0.176,1.3,11.2,6.4,8.4,1.4,0,14.1,11.3,109,111,0.1,0.1,0.067,-0.7,0.9,0.2,0.1,0,0,0,"SF",0
136,"E'Twaun Moore","mooreet01",2018,2018,"NOP","NBA",0.2,9,9,284,8.7,0.284,0.182,2.3,6,4.2,7.1,1,0.3,10.4,16,102,113,0,0.2,0.034,-1.6,0.2,-1.4,0,0,0,0,NA,0
137,"Dejounte Murray","murrade01",2017,2018,"SAS","NBA",0.2,16,7,264,14,0.098,0.37,3.3,18.3,10.4,20.8,4.1,1,16.4,21.7,97,107,-0.2,0.4,0.037,-2.8,3.5,0.8,0.2,0,0,0,NA,0
138,"Semi Ojeleye","ojelese01",2018,2019,"BOS","NBA",0.2,23,3,264,3.8,0.643,0.214,2.1,11,6.5,2.3,0.6,0,6.1,8.5,102,111,0,0.2,0.042,-4.2,0.1,-4.1,-0.1,0,0,0,NA,0
139,"Patrick Patterson","pattepa01",2017,2018,"TOT","NBA",0.2,16,1,243,7,0.714,0.143,0.9,13.7,7.4,13.8,1.7,0.8,16.8,10.2,96,111,-0.1,0.3,0.031,-3.3,1.7,-1.6,0,0,0,0,"PF",0
140,"Josh Richardson","richajo01",2018,2018,"MIA","NBA",0.2,5,5,130,12.8,0.475,0.175,3.2,9.1,6.1,16.6,4,3.3,10.4,15.9,103,110,0,0.1,0.057,-0.2,2.5,2.3,0.1,0,0,0,"SG",0
141,"Austin Rivers","riverau01",2017,2019,"TOT","NBA",0.2,13,2,305,6.8,0.545,0.091,1.2,9.8,5.5,6.1,1,0.6,12.4,15.5,100,112,0,0.2,0.033,-2.2,-0.4,-2.6,0,0,0,0,"SG",0
142,"Jason Smith","smithja02",2017,2018,"WAS","NBA",0.2,14,0,159,8.5,0.256,0.359,7.2,13.8,10.5,3.6,0.6,4,18.1,15,103,113,0,0.1,0.047,-3.5,0,-3.5,-0.1,0,0,0,NA,0
143,"Marreese Speights","speigma01",2017,2017,"LAC","NBA",0.2,7,2,98,15.1,0.541,0.27,5.1,21.3,13,5.1,1.1,2.9,6.8,21.8,111,108,0.1,0.1,0.115,0.2,0.2,0.4,0.1,0,0,0,NA,0
144,"Karl-Anthony Towns","townska01",2018,2018,"MIN","NBA",0.2,5,5,170,16.9,0.183,0.383,9.9,32.2,21.4,10.3,0.6,3.2,14.6,22,106,112,0.1,0.1,0.066,-1.2,2.4,1.3,0.1,0,0,1,"C",1
145,"Evan Turner","turneev01",2017,2019,"POR","NBA",0.2,23,7,456,9.9,0.205,0.295,4.8,20.8,12.6,18.6,1.4,1.1,17,14.3,98,113,-0.1,0.3,0.019,-3,1.8,-1.2,0.1,0,0,0,"PG",0
146,"Carmelo Anthony","anthoca01",2018,2018,"OKC","NBA",0.1,6,6,194,9.7,0.389,0.208,1.7,16.7,9.3,1.6,2.5,1.9,7.1,19.1,90,106,-0.2,0.3,0.018,-4,-0.8,-4.8,-0.1,1,0,0,"PF",1
147,"Bobby Brown","brownbo02",2017,2017,"HOU","NBA",0.1,5,0,22,31.7,0.55,0,0,9.6,4.9,14.4,0,0,0,39.9,117,116,0.1,0,0.158,10.2,-7.9,2.4,0,0,0,0,NA,0
148,"Isaiah Canaan","canaais01",2017,2017,"CHI","NBA",0.1,3,2,95,9.7,0.538,0.231,0,4.6,2.4,6.8,1.6,0,14.9,16,109,116,0.1,0,0.047,-1.5,-2,-3.5,0,0,0,0,NA,0
149,"DeMarre Carroll","carrode01",2017,2019,"TOT","NBA",0.1,15,10,274,8.2,0.613,0.227,3.9,15.8,9.7,3.9,2.2,1.7,8.8,14.5,94,112,-0.2,0.3,0.014,-3.4,1.3,-2.1,0,0,0,0,"PF",0
150,"Semaj Christon","chrisse01",2017,2017,"OKC","NBA",0.1,2,0,21,15.2,0.6,0,0,16.3,7.7,33.6,2.3,0,0,10.2,136,115,0,0,0.14,-1.3,-2,-3.3,0,0,0,0,NA,0
151,"Dante Cunningham","cunnida01",2019,2019,"SAS","NBA",0.1,5,0,13,29.5,0.667,0,16.7,32.9,24.9,0,0,0,0,10.7,195,113,0.1,0,0.315,6.8,-7.1,-0.3,0,0,0,0,"PF",0
152,"Ed Davis","davised01",2018,2019,"TOT","NBA",0.1,7,0,112,11.1,0,0.3,8,44.1,24.5,2.8,0,1.4,15,9.9,115,114,0.1,0.1,0.062,-6.1,-2.4,-8.5,-0.2,0,0,0,"C",0
153,"Sam Dekker","dekkesa01",2017,2017,"HOU","NBA",0.1,4,0,31,12.4,0.5,0,17.9,17,17.4,4.8,1.6,2.5,0,17,105,108,0,0,0.078,-1.3,-0.3,-1.6,0,0,0,0,NA,0
154,"Malcolm Delaney","delanma01",2017,2017,"ATL","NBA",0.1,1,0,3,105.5,0.333,0.667,0,37.5,18.7,0,0,0,0,54.8,210,107,0.1,0,1.801,35.2,-14.6,20.5,0,0,0,0,NA,0
155,"Tyreke Evans","evansty01",2019,2019,"IND","NBA",0.1,4,0,84,17,0.417,0.292,0,24.4,11,8,1.2,1.1,10,32.9,97,104,-0.1,0.1,0.045,-0.8,-1.7,-2.5,0,0,0,0,"SG",0
156,"Isaiah Hartenstein","harteis01",2019,2019,"HOU","NBA",0.1,2,0,2,98,0,0,58.2,0,28.2,0,0,0,0,43.9,205,116,0.1,0,1.594,35.9,-16.7,19.2,0,0,0,0,NA,0
157,"Solomon Hill","hillso01",2018,2018,"NOP","NBA",0.1,9,0,114,7.2,0.64,0.4,5.7,9.7,7.8,7.5,0.4,0.7,16.9,13.3,107,113,0.1,0.1,0.056,-1.1,0,-1.1,0,0,0,0,NA,0
158,"Wesley Iwundu","iwundwe01",2019,2019,"ORL","NBA",0.1,5,0,60,13,0.5,0.5,0,13.7,6.4,11.7,2.5,0,8.3,17.7,111,111,0.1,0.1,0.09,-0.8,0.5,-0.4,0,0,0,0,"SF",0
159,"Luke Kennard","kennalu01",2019,2019,"DET","NBA",0.1,4,2,133,13.9,0.319,0.128,0,14,6,8.7,1.1,0.7,5.7,16.6,115,122,0.2,-0.1,0.039,0,-2,-2,0,0,0,0,"SG",0
160,"Jake Layman","laymaja01",2017,2019,"POR","NBA",0.1,9,0,44,13.6,0.429,0.429,2.4,12.6,7.3,8.4,3.3,0,0,16.2,113,112,0,0,0.085,-0.5,-1.8,-2.2,0,0,0,0,"SF",0
161,"Sheldon Mac","mcclesh01",2017,2017,"WAS","NBA",0.1,7,0,17,22.3,0.556,0.222,0,13.6,6.8,0,0,0,9.2,27.6,124,117,0,0,0.155,2,-9.1,-7.1,0,0,0,0,NA,0
162,"Doug McDermott","mcderdo01",2017,2019,"TOT","NBA",0.1,8,0,95,10.2,0.714,0.143,3.1,8.6,5.7,8.3,0.5,2,3.3,14.3,109,116,0.1,0,0.046,-1.8,-1.7,-3.4,0,0,0,0,"SF",0
163,"Donovan Mitchell","mitchdo01",2018,2019,"UTA","NBA",0.1,16,16,604,13.6,0.346,0.214,2.8,13.3,8,19.1,1.9,0.8,12,31.9,95,109,-0.6,0.7,0.004,-1.6,0.5,-1.1,0.1,0,1,0,"SG",1
164,"Eric Moreland","moreler01",2019,2019,"TOR","NBA",0.1,8,0,28,8.7,0,0,3.9,47.3,25.6,14.4,0,0,0,3.2,153,100,0,0.1,0.172,-5,3.4,-1.5,0,0,0,0,NA,0
165,"Mike Muscala","muscami01",2017,2017,"ATL","NBA",0.1,6,0,81,6.2,0.222,0.444,8.3,13.9,11.1,3.4,0.6,3,4.4,11.8,101,109,0,0.1,0.055,-5.3,2.7,-2.5,0,0,0,0,"PF",0
166,"Georges Niang","niangge01",2019,2019,"UTA","NBA",0.1,5,0,55,11.2,0.591,0,0,27.8,13.4,16.3,0.9,2.1,8.3,18.6,99,108,0,0.1,0.047,-3,1.9,-1.1,0,0,0,0,NA,0
167,"Nerlens Noel","noelne01",2019,2019,"OKC","NBA",0.1,5,0,60,15.9,0,0.1,19.6,14.7,17.2,0,1.6,4.2,19.3,18.4,104,109,0,0.1,0.066,-4.6,-1.5,-6.1,-0.1,0,0,0,"C",0
168,"Glenn Robinson","robingl02",2017,2019,"TOT","NBA",0.1,8,0,73,14,0.455,0.273,2.4,14.5,8.1,6.2,1.3,0,3.9,15,118,120,0.1,0,0.062,0.5,-2.3,-1.8,0,0,0,0,NA,0
169,"Jerome Robinson","robinje01",2019,2019,"LAC","NBA",0.1,5,0,46,15.6,0.429,0.357,4.6,10.3,7.3,21.1,2,0,5.8,15.4,127,122,0.1,0,0.1,2.1,-2.1,0,0,0,0,0,NA,0
170,"Derrick Rose","rosede01",2018,2018,"MIN","NBA",0.1,5,0,119,16.6,0.175,0.123,0.9,7.1,4.1,19.9,0.8,0,11.8,26.1,109,120,0.1,0,0.044,1.5,-2.5,-1,0,0,0,0,NA,0
171,"Derrick Williams","willide02",2017,2017,"CLE","NBA",0.1,8,0,38,17.9,0.333,0.133,3.2,5.8,4.6,16.4,0,2.2,15.9,22.2,120,118,0.1,0,0.118,0.6,-2.8,-2.1,0,0,0,0,NA,0
